2500,"[859877, 979707, 6534178, 1029743, 5978656]"
2499,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2498,"[933354, 1082185, 6534178, 5978656, 1005186]"
2497,"[1034176, 1082185, 6534178, 5978656, 1005186]"
2496,"[848029, 1082185, 6534178, 1029743, 5978656]"
2494,"[1014732, 1082185, 6534178, 5978656, 1005186]"
2492,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2490,"[1002787, 1082185, 6534178, 1029743, 5978656]"
2489,"[5566800, 900802, 6534178, 1029743, 5978656]"
2488,"[860248, 1082185, 6534178, 5978656, 1005186]"
2486,"[12731517, 1082185, 6534178, 1029743, 5978656]"
2485,"[1134483, 1082185, 6534178, 5978656, 1005186]"
2484,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2483,"[849202, 1082185, 6534178, 5978656, 1005186]"
2482,"[12731517, 1082185, 6534178, 1029743, 5978656]"
2481,"[9835223, 890610, 1082185, 6534178, 1029743]"
2479,"[6391152, 1082185, 6534178, 5978656, 1005186]"
2478,"[1118946, 1082185, 6534178, 5978656, 1005186]"
2477,"[899019, 1082185, 6534178, 1029743, 5978656]"
2475,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2474,"[848029, 1082185, 6534178, 1029743, 5978656]"
2473,"[848029, 1082185, 6534178, 1029743, 5978656]"
2472,"[899019, 870515, 6534178, 1029743, 5978656]"
2471,"[6979437, 1082185, 6534178, 5978656, 1005186]"
2470,"[848029, 1082185, 6534178, 1029743, 5978656]"
2469,"[848029, 1082185, 6534178, 1029743, 5978656]"
2468,"[887474, 979707, 6534178, 1029743, 5978656]"
2467,"[833940, 1082185, 6534178, 1029743, 5978656]"
2466,"[859877, 1082185, 6534178, 1029743, 5978656]"
2465,"[12731517, 1082185, 6534178, 1029743, 5978656]"
2464,"[848029, 1082185, 6534178, 1029743, 5978656]"
2462,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2461,"[849202, 1082185, 6534178, 5978656, 1005186]"
2460,"[1021324, 979707, 6534178, 5978656, 1005186]"
2459,"[908314, 890610, 1082185, 6534178, 1029743]"
2458,"[849202, 1082185, 6534178, 5978656, 1005186]"
2457,"[833940, 1082185, 6534178, 1029743, 5978656]"
2456,"[1118235, 1082185, 6534178, 1029743, 5978656]"
2455,"[826666, 1082185, 6534178, 5978656, 1005186]"
2454,"[848029, 1082185, 6534178, 1029743, 5978656]"
2453,"[6391152, 1082185, 6534178, 5978656, 1005186]"
2452,"[982469, 1082185, 6534178, 1029743, 5978656]"
2451,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2450,"[841236, 1082185, 6534178, 5978656, 1005186]"
2449,"[1088910, 1082185, 6534178, 5978656, 1005186]"
2448,"[1088910, 1082185, 6534178, 5978656, 1005186]"
2447,"[12262778, 1137688, 6534178, 1029743, 5978656]"
2446,"[849202, 1082185, 6534178, 5978656, 1005186]"
2445,"[5568758, 1082185, 6534178, 5978656, 1005186]"
2442,"[848029, 1082185, 6534178, 1029743, 5978656]"
2441,"[849202, 1082185, 6534178, 5978656, 1005186]"
2440,"[971962, 1082185, 6534178, 1029743, 5978656]"
2439,"[848029, 1082185, 6534178, 1029743, 5978656]"
2438,"[919766, 1082185, 6534178, 1029743, 5978656]"
2437,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2436,"[1058754, 1082185, 6534178, 5978656, 1005186]"
2435,"[12731517, 1082185, 6534178, 1029743, 5978656]"
2434,"[12731432, 1037863, 6534178, 1029743, 5978656]"
2433,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2432,"[1015785, 1082185, 6534178, 5978656, 1005186]"
2431,"[848029, 1082185, 6534178, 1029743, 5978656]"
2430,"[12810464, 1082185, 6534178, 1029743, 5978656]"
2429,"[837569, 1082185, 6534178, 1029743, 5978656]"
2428,"[848029, 1082185, 6534178, 1029743, 5978656]"
2427,"[5995129, 1082185, 6534178, 5978656, 1005186]"
2426,"[12484491, 1082185, 6534178, 5978656, 1005186]"
2425,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2424,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2423,"[864893, 1082185, 6534178, 5978656, 1005186]"
2421,"[847803, 1082185, 6534178, 1029743, 5978656]"
2420,"[1038663, 1037863, 6534178, 1029743, 5978656]"
2419,"[860248, 1082185, 6534178, 5978656, 1005186]"
2418,"[849202, 1082185, 6534178, 5978656, 1005186]"
2416,"[12262830, 1082185, 6534178, 1029743, 5978656]"
2415,"[906335, 1082185, 6534178, 1029743, 5978656]"
2414,"[848029, 1082185, 6534178, 1029743, 5978656]"
2413,"[848029, 1082185, 6534178, 1029743, 5978656]"
2412,"[1103808, 1082185, 6534178, 1029743, 5978656]"
2410,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2408,"[938138, 1082185, 6534178, 1029743, 5978656]"
2407,"[883819, 1082185, 6534178, 1029743, 5978656]"
2406,"[906844, 1082185, 6534178, 5978656, 1005186]"
2405,"[1139216, 1082185, 6534178, 1029743, 5978656]"
2404,"[848029, 1082185, 6534178, 1029743, 5978656]"
2403,"[848029, 1082185, 6534178, 1029743, 5978656]"
2402,"[908843, 1082185, 6534178, 5978656, 1005186]"
2401,"[860248, 1082185, 6534178, 5978656, 1005186]"
2400,"[1139216, 1082185, 6534178, 1029743, 5978656]"
2398,"[1090317, 1082185, 6534178, 1029743, 5978656]"
2397,"[924667, 1082185, 6534178, 1029743, 5978656]"
2396,"[848029, 1082185, 6534178, 1029743, 5978656]"
2395,"[860248, 1082185, 6534178, 5978656, 1005186]"
2394,"[848029, 1082185, 6534178, 1029743, 5978656]"
2393,"[906844, 1137688, 6534178, 5978656, 1005186]"
2392,"[971962, 1082185, 6534178, 1029743, 5978656]"
2391,"[848029, 1082185, 6534178, 1029743, 5978656]"
2390,"[977927, 1082185, 6534178, 5978656, 1005186]"
2389,"[901772, 1082185, 6534178, 5978656, 1005186]"
2388,"[982469, 1082185, 6534178, 1029743, 5978656]"
2387,"[950638, 1082185, 6534178, 1029743, 5978656]"
2386,"[826666, 1082185, 6534178, 5978656, 1005186]"
2385,"[961730, 1082185, 6534178, 1029743, 5978656]"
2382,"[969725, 1082185, 6534178, 1029743, 5978656]"
2381,"[848029, 1082185, 6534178, 1029743, 5978656]"
2380,"[948670, 1082185, 6534178, 1029743, 5978656]"
2379,"[860248, 1082185, 6534178, 5978656, 1005186]"
2378,"[906844, 1082185, 6534178, 5978656, 1005186]"
2377,"[899019, 1082185, 6534178, 1029743, 5978656]"
2376,"[1055022, 1082185, 6534178, 5978656, 1005186]"
2375,"[938138, 1082185, 6534178, 1029743, 5978656]"
2374,"[6391152, 890610, 1082185, 6534178, 5978656]"
2372,"[859877, 1082185, 6534178, 1029743, 5978656]"
2371,"[1021324, 1082185, 6534178, 5978656, 1005186]"
2370,"[1129049, 1082185, 6534178, 5978656, 1005186]"
2369,"[829291, 1082185, 6534178, 5978656, 1005186]"
2367,"[1038663, 1082185, 6534178, 1029743, 5978656]"
2366,"[899019, 1082185, 6534178, 1029743, 5978656]"
2364,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2363,"[1057749, 1082185, 6534178, 5978656, 1005186]"
2361,"[1015785, 1082185, 6534178, 5978656, 1005186]"
2360,"[1129049, 1082185, 6534178, 5978656, 1005186]"
2359,"[9831469, 1082185, 6534178, 5978656, 1005186]"
2358,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2357,"[848029, 1082185, 6534178, 1029743, 5978656]"
2356,"[969725, 1082185, 6534178, 1029743, 5978656]"
2355,"[848029, 1082185, 6534178, 1029743, 5978656]"
2354,"[860248, 1082185, 6534178, 5978656, 1005186]"
2353,"[909497, 1082185, 6534178, 1029743, 5978656]"
2352,"[1046562, 1082185, 6534178, 5978656, 1005186]"
2351,"[9524291, 1082185, 6534178, 1029743, 5978656]"
2349,"[849202, 1082185, 6534178, 5978656, 1005186]"
2348,"[848029, 1082185, 6534178, 1029743, 5978656]"
2347,"[1034176, 1082185, 6534178, 5978656, 1005186]"
2346,"[901772, 1082185, 6534178, 5978656, 1005186]"
2345,"[1103808, 1082185, 6534178, 1029743, 5978656]"
2344,"[1058754, 1082185, 6534178, 5978656, 1005186]"
2343,"[906335, 1082185, 6534178, 1029743, 5978656]"
2342,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2341,"[870452, 1082185, 6534178, 5978656, 1005186]"
2340,"[1075007, 1082185, 6534178, 1029743, 5978656]"
2338,"[901772, 1082185, 6534178, 5978656, 1005186]"
2337,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2336,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2335,"[834396, 1082185, 6534178, 1029743, 5978656]"
2334,"[906335, 1082185, 6534178, 1029743, 5978656]"
2333,"[848029, 1082185, 6534178, 1029743, 5978656]"
2332,"[860248, 1082185, 6534178, 5978656, 1005186]"
2331,"[968072, 1082185, 6534178, 1029743, 5978656]"
2330,"[1048257, 1137688, 6534178, 5978656, 1005186]"
2328,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2327,"[829291, 1082185, 6534178, 5978656, 1005186]"
2326,"[1069863, 1037863, 6534178, 1029743, 5978656]"
2324,"[12262778, 1082185, 6534178, 1029743, 5978656]"
2323,"[848029, 1082185, 6534178, 1029743, 5978656]"
2322,"[944018, 1082185, 6534178, 5978656, 1005186]"
2321,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2320,"[977927, 1082185, 6534178, 5978656, 1005186]"
2319,"[849202, 1082185, 6534178, 5978656, 1005186]"
2318,"[975085, 1082185, 6534178, 1029743, 5978656]"
2317,"[9655679, 1082185, 6534178, 5978656, 1005186]"
2314,"[1048257, 979707, 6534178, 5978656, 1005186]"
2313,"[848029, 1082185, 6534178, 1029743, 5978656]"
2312,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2311,"[9419528, 1082185, 6534178, 5978656, 1005186]"
2310,"[836445, 979707, 6534178, 1029743, 5978656]"
2309,"[879734, 1082185, 6534178, 5978656, 1005186]"
2307,"[906844, 1082185, 6534178, 5978656, 1005186]"
2305,"[1015785, 1082185, 6534178, 5978656, 1005186]"
2303,"[826666, 1082185, 6534178, 5978656, 1005186]"
2302,"[948670, 1082185, 6534178, 1029743, 5978656]"
2301,"[841236, 1082185, 6534178, 5978656, 1005186]"
2300,"[860248, 1082185, 6534178, 5978656, 1005186]"
2299,"[933354, 1082185, 6534178, 5978656, 1005186]"
2298,"[826666, 1082185, 6534178, 5978656, 1005186]"
2297,"[848029, 1082185, 6534178, 1029743, 5978656]"
2296,"[1034176, 1082185, 6534178, 5978656, 1005186]"
2295,"[1038663, 1137688, 6534178, 1029743, 5978656]"
2294,"[1103808, 825541, 6534178, 1029743, 5978656]"
2293,"[919766, 1137688, 6534178, 1029743, 5978656]"
2292,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2291,"[848029, 1082185, 6534178, 1029743, 5978656]"
2290,"[1088910, 1082185, 6534178, 5978656, 1005186]"
2289,"[834396, 1082185, 6534178, 1029743, 5978656]"
2288,"[977927, 1082185, 6534178, 5978656, 1005186]"
2287,"[849202, 1082185, 6534178, 5978656, 1005186]"
2286,"[977927, 1082185, 6534178, 5978656, 1005186]"
2285,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2284,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2283,"[970866, 1082185, 6534178, 5978656, 1005186]"
2282,"[849202, 900802, 6534178, 5978656, 1005186]"
2281,"[906335, 1082185, 6534178, 1029743, 5978656]"
2280,"[12810464, 890610, 1082185, 6534178, 1029743]"
2279,"[849202, 1082185, 6534178, 5978656, 1005186]"
2278,"[1004436, 1082185, 6534178, 5978656, 1005186]"
2277,"[834396, 1082185, 6534178, 1029743, 5978656]"
2276,"[849202, 1082185, 6534178, 5978656, 1005186]"
2275,"[1134483, 890610, 1082185, 6534178, 5978656]"
2274,"[942565, 1082185, 6534178, 1029743, 5978656]"
2273,"[938138, 1082185, 6534178, 1029743, 5978656]"
2272,"[849202, 1082185, 6534178, 5978656, 1005186]"
2270,"[1002787, 1082185, 6534178, 1029743, 5978656]"
2269,"[12731517, 1082185, 6534178, 1029743, 5978656]"
2267,"[848029, 1082185, 6534178, 1029743, 5978656]"
2266,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2264,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2263,"[1058754, 1037863, 890610, 6534178, 5978656]"
2262,"[1088771, 1082185, 6534178, 5978656, 1005186]"
2261,"[975085, 1082185, 6534178, 1029743, 5978656]"
2260,"[948670, 979707, 6534178, 1029743, 5978656]"
2258,"[833940, 1082185, 6534178, 1029743, 5978656]"
2257,"[848029, 1082185, 6534178, 1029743, 5978656]"
2256,"[10198378, 1082185, 6534178, 5978656, 1005186]"
2253,"[848029, 1082185, 6534178, 1029743, 5978656]"
2252,"[9488065, 890610, 1082185, 6534178, 5978656]"
2251,"[970866, 1082185, 6534178, 5978656, 1005186]"
2250,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2248,"[6979415, 1082185, 6534178, 5978656, 1005186]"
2247,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2245,"[1097363, 1082185, 6534178, 1029743, 5978656]"
2244,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2243,"[12731432, 900802, 6534178, 1029743, 5978656]"
2242,"[970866, 1082185, 6534178, 5978656, 1005186]"
2241,"[5568758, 1082185, 6534178, 5978656, 1005186]"
2240,"[826666, 1082185, 6534178, 5978656, 1005186]"
2239,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2238,"[831407, 1082185, 6534178, 1029743, 5978656]"
2237,"[849202, 1082185, 6534178, 5978656, 1005186]"
2236,"[908314, 1082185, 6534178, 1029743, 5978656]"
2235,"[944018, 1082185, 6534178, 5978656, 1005186]"
2234,"[933354, 1082185, 6534178, 5978656, 1005186]"
2233,"[860248, 1082185, 6534178, 5978656, 1005186]"
2232,"[834396, 1082185, 6534178, 1029743, 5978656]"
2231,"[1048257, 979707, 6534178, 5978656, 1005186]"
2230,"[882308, 1082185, 6534178, 1029743, 5978656]"
2229,"[1004436, 1082185, 6534178, 5978656, 1005186]"
2227,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2226,"[970866, 1082185, 6534178, 5978656, 1005186]"
2225,"[1110111, 870515, 6534178, 5978656, 1005186]"
2224,"[970866, 1082185, 6534178, 5978656, 1005186]"
2223,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2222,"[1021324, 1082185, 6534178, 5978656, 1005186]"
2221,"[962615, 1082185, 6534178, 5978656, 1005186]"
2218,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2217,"[962615, 1082185, 6534178, 5978656, 1005186]"
2216,"[848029, 1137688, 6534178, 1029743, 5978656]"
2215,"[13416117, 979707, 6534178, 1029743, 5978656]"
2214,"[962615, 1082185, 6534178, 5978656, 1005186]"
2213,"[1108094, 979707, 6534178, 5978656, 1005186]"
2211,"[866548, 1082185, 6534178, 5978656, 1005186]"
2209,"[906844, 979707, 6534178, 5978656, 1005186]"
2208,"[1021324, 1082185, 6534178, 5978656, 1005186]"
2207,"[908314, 1037863, 6534178, 1029743, 5978656]"
2206,"[848029, 1082185, 6534178, 1029743, 5978656]"
2205,"[849202, 1082185, 6534178, 5978656, 1005186]"
2204,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2203,"[865907, 1082185, 6534178, 5978656, 1005186]"
2202,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2200,"[5568758, 1082185, 6534178, 5978656, 1005186]"
2199,"[948670, 1082185, 6534178, 1029743, 5978656]"
2198,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2197,"[1021324, 1082185, 6534178, 5978656, 1005186]"
2196,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2195,"[6551861, 1082185, 6534178, 5978656, 1005186]"
2194,"[860248, 1082185, 6534178, 5978656, 1005186]"
2193,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2192,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2191,"[826666, 1082185, 6534178, 5978656, 1005186]"
2190,"[906844, 1082185, 6534178, 5978656, 1005186]"
2189,"[847803, 1082185, 6534178, 1029743, 5978656]"
2188,"[974156, 1082185, 6534178, 1029743, 5978656]"
2187,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2186,"[1034176, 1082185, 6534178, 5978656, 1005186]"
2185,"[9488065, 1082185, 6534178, 5978656, 1005186]"
2184,"[860248, 1082185, 6534178, 5978656, 1005186]"
2183,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2182,"[1021324, 1082185, 6534178, 5978656, 1005186]"
2181,"[1110111, 1082185, 6534178, 5978656, 1005186]"
2180,"[12810464, 1082185, 6534178, 1029743, 5978656]"
2179,"[849202, 1082185, 6534178, 5978656, 1005186]"
2178,"[859877, 1082185, 6534178, 1029743, 5978656]"
2177,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2174,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2173,"[10198378, 1082185, 6534178, 5978656, 1005186]"
2172,"[1129049, 1037863, 6534178, 5978656, 1005186]"
2171,"[942565, 1082185, 6534178, 1029743, 5978656]"
2170,"[908314, 1082185, 6534178, 1029743, 5978656]"
2169,"[837569, 1082185, 6534178, 1029743, 5978656]"
2168,"[1103808, 979707, 6534178, 1029743, 5978656]"
2165,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2163,"[1013928, 1082185, 6534178, 1029743, 5978656]"
2162,"[975085, 1082185, 6534178, 1029743, 5978656]"
2161,"[12171886, 1082185, 6534178, 5978656, 1005186]"
2160,"[1000493, 1082185, 6534178, 1029743, 5978656]"
2159,"[836445, 1082185, 6534178, 1029743, 5978656]"
2158,"[6551861, 1082185, 6534178, 5978656, 1005186]"
2157,"[841236, 1082185, 6534178, 5978656, 1005186]"
2156,"[849202, 1082185, 6534178, 5978656, 1005186]"
2154,"[9831469, 1082185, 6534178, 5978656, 1005186]"
2153,"[955259, 1082185, 6534178, 5978656, 1005186]"
2152,"[848029, 1082185, 6534178, 1029743, 5978656]"
2151,"[848029, 1082185, 6534178, 1029743, 5978656]"
2149,"[942565, 1082185, 6534178, 1029743, 5978656]"
2148,"[948670, 1082185, 6534178, 1029743, 5978656]"
2147,"[1075007, 1082185, 6534178, 1029743, 5978656]"
2146,"[1002787, 1082185, 6534178, 1029743, 5978656]"
2144,"[860248, 1082185, 6534178, 5978656, 1005186]"
2143,"[982469, 1082185, 6534178, 1029743, 5978656]"
2142,"[847803, 1082185, 6534178, 1029743, 5978656]"
2141,"[1103513, 1082185, 6534178, 5978656, 1005186]"
2140,"[849202, 1082185, 6534178, 5978656, 1005186]"
2139,"[12262830, 1082185, 6534178, 1029743, 5978656]"
2138,"[12731685, 1082185, 6534178, 1029743, 5978656]"
2137,"[836445, 1082185, 6534178, 1029743, 5978656]"
2136,"[860248, 1082185, 6534178, 5978656, 1005186]"
2135,"[904997, 1082185, 6534178, 1029743, 5978656]"
2134,"[950463, 1137688, 6534178, 5978656, 1005186]"
2133,"[866548, 1082185, 6534178, 5978656, 1005186]"
2132,"[1046562, 1082185, 6534178, 5978656, 1005186]"
2131,"[1129049, 890610, 1082185, 6534178, 5978656]"
2130,"[6979415, 1137688, 6534178, 5978656, 1005186]"
2129,"[1103513, 1082185, 6534178, 5978656, 1005186]"
2127,"[1130729, 1082185, 6534178, 5978656, 1005186]"
2126,"[962615, 1037863, 6534178, 5978656, 1005186]"
2125,"[6979437, 1082185, 6534178, 5978656, 1005186]"
2124,"[948670, 1082185, 6534178, 1029743, 5978656]"
2123,"[12731517, 1082185, 6534178, 1029743, 5978656]"
2122,"[848029, 1082185, 6534178, 1029743, 5978656]"
2121,"[906844, 1082185, 6534178, 5978656, 1005186]"
2120,"[12262778, 1082185, 6534178, 1029743, 5978656]"
2119,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2117,"[977927, 1082185, 6534178, 5978656, 1005186]"
2116,"[831407, 1082185, 6534178, 1029743, 5978656]"
2115,"[5566800, 1082185, 6534178, 1029743, 5978656]"
2114,"[847803, 1082185, 6534178, 1029743, 5978656]"
2113,"[860248, 825541, 6534178, 5978656, 1005186]"
2112,"[906335, 979707, 6534178, 1029743, 5978656]"
2111,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2110,"[981677, 1082185, 6534178, 5978656, 1005186]"
2109,"[13213240, 1082185, 6534178, 5978656, 1005186]"
2108,"[12731517, 890610, 1082185, 6534178, 1029743]"
2107,"[12262778, 979707, 6534178, 1029743, 5978656]"
2104,"[848029, 1082185, 6534178, 1029743, 5978656]"
2102,"[12262778, 1082185, 6534178, 1029743, 5978656]"
2101,"[848029, 1082185, 6534178, 1029743, 5978656]"
2100,"[12731432, 1082185, 6534178, 1029743, 5978656]"
2098,"[977927, 1082185, 6534178, 5978656, 1005186]"
2097,"[1048257, 979707, 6534178, 5978656, 1005186]"
2095,"[859877, 1082185, 6534178, 1029743, 5978656]"
2094,"[10198378, 1137688, 890610, 6534178, 5978656]"
2093,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2090,"[977927, 1082185, 6534178, 5978656, 1005186]"
2089,"[848029, 1082185, 6534178, 1029743, 5978656]"
2088,"[849202, 1082185, 6534178, 5978656, 1005186]"
2087,"[948670, 890610, 1082185, 6534178, 1029743]"
2086,"[948670, 1082185, 6534178, 1029743, 5978656]"
2085,"[1038663, 1082185, 6534178, 1029743, 5978656]"
2084,"[970866, 1082185, 6534178, 5978656, 1005186]"
2083,"[975085, 1082185, 6534178, 1029743, 5978656]"
2082,"[6391152, 1082185, 6534178, 5978656, 1005186]"
2080,"[1103808, 1082185, 6534178, 1029743, 5978656]"
2079,"[9835223, 1082185, 6534178, 1029743, 5978656]"
2078,"[982469, 1082185, 6534178, 1029743, 5978656]"
2077,"[1048257, 1082185, 6534178, 5978656, 1005186]"
2076,"[921438, 1082185, 6534178, 5978656, 1005186]"
2075,"[860248, 1082185, 6534178, 5978656, 1005186]"
2074,"[1004436, 1082185, 6534178, 5978656, 1005186]"
2071,"[949345, 1082185, 6534178, 1029743, 5978656]"
2070,"[928263, 890610, 1082185, 6534178, 1029743]"
2069,"[1058754, 825541, 6534178, 5978656, 1005186]"
2068,"[860248, 1082185, 6534178, 5978656, 1005186]"
2065,"[1034176, 1082185, 6534178, 5978656, 1005186]"
2064,"[1108094, 1082185, 6534178, 5978656, 1005186]"
2063,"[12262778, 1082185, 6534178, 1029743, 5978656]"
2062,"[849202, 979707, 6534178, 5978656, 1005186]"
2060,"[837569, 1082185, 6534178, 1029743, 5978656]"
2058,"[944018, 1082185, 6534178, 5978656, 1005186]"
2057,"[1134483, 1082185, 6534178, 5978656, 1005186]"
